LineId,Date,Time,PID,Level,Process,Component,Content,EventId,EventTemplate
1,2015-10-17,15:38:17,800,INFO,[main],org.apache.hadoop.metrics2.impl.MetricsConfig,loaded properties from hadoop-metrics2.properties,ca7d7941,loaded properties from hadoop-metrics2.properties
2,2015-10-17,15:38:18,206,INFO,[main],org.apache.hadoop.metrics2.impl.MetricsSystemImpl,Scheduled snapshot period at 10 second(s).,6b8505d5,"*{2,3} at *{1,2}"
3,2015-10-17,15:38:18,206,INFO,[main],org.apache.hadoop.metrics2.impl.MetricsSystemImpl,MapTask metrics system started,01ae6026,MapTask metrics system started
4,2015-10-17,15:38:18,441,INFO,[main],org.apache.hadoop.mapred.YarnChild,Executing with tokens:,3c5bb15c,Executing with tokens:
5,2015-10-17,15:38:18,441,INFO,[main],org.apache.hadoop.mapred.YarnChild,"Kind: mapreduce.job, Service: job_1445062781478_0012, Ident: (org.apache.hadoop.mapreduce.security.token.JobTokenIdentifier@6ace4625)",f0a686df,"Kind: mapreduce.job, Service: job_1445062781478_0012, Ident: (org.apache.hadoop.mapreduce.security.token.JobTokenIdentifier@6ace4625)"
6,2015-10-17,15:38:18,847,INFO,[main],org.apache.hadoop.mapred.YarnChild,Sleeping for 0ms before retrying again. Got null now.,b7110857,"*{1,1} for *{2,7}"
7,2015-10-17,15:38:19,909,INFO,[main],org.apache.hadoop.mapred.YarnChild,mapreduce.cluster.local.dir for child: /tmp/hadoop-msrabi/nm-local-dir/usercache/msrabi/appcache/application_1445062781478_0012,b7110857,"*{1,1} for *{2,7}"
8,2015-10-17,15:38:21,909,INFO,[main],org.apache.hadoop.conf.Configuration.deprecation,"session.id is deprecated. Instead, use dfs.metrics.session-id",39873a2d,"*{1,2} is *{4,4}"
9,2015-10-17,15:38:23,441,INFO,[main],org.apache.hadoop.yarn.util.ProcfsBasedProcessTree,ProcfsBasedProcessTree currently is supported only on Linux.,39873a2d,"*{1,2} is *{4,4}"
10,2015-10-17,15:38:24,097,INFO,[main],org.apache.hadoop.mapred.Task,Using ResourceCalculatorProcessTree : org.apache.hadoop.yarn.util.WindowsBasedProcessTree@3c28dd37,964534dd,Using ResourceCalculatorProcessTree : org.apache.hadoop.yarn.util.WindowsBasedProcessTree@3c28dd37
11,2015-10-17,15:38:26,581,INFO,[main],org.apache.hadoop.mapred.MapTask,Processing split: hdfs://msra-sa-41:9000/pageinput2.txt:402653184+134217728,91111222,Processing split: hdfs://msra-sa-41:9000/pageinput2.txt:402653184+134217728
12,2015-10-17,15:38:26,769,INFO,[main],org.apache.hadoop.mapred.MapTask,(EQUATOR) 0 kvi 26214396(104857584),2ed317a9,(EQUATOR) 0 kvi 26214396(104857584)
13,2015-10-17,15:38:26,769,INFO,[main],org.apache.hadoop.mapred.MapTask,mapreduce.task.io.sort.mb: 100,599850bf,mapreduce.task.io.sort.mb: 100
14,2015-10-17,15:38:26,769,INFO,[main],org.apache.hadoop.mapred.MapTask,soft limit at 83886080,6b8505d5,"*{2,3} at *{1,2}"
15,2015-10-17,15:38:26,769,INFO,[main],org.apache.hadoop.mapred.MapTask,bufstart = 0; bufvoid = 104857600,db0c6791,bufstart = 0; bufvoid = 104857600
16,2015-10-17,15:38:26,769,INFO,[main],org.apache.hadoop.mapred.MapTask,kvstart = 26214396; length = 6553600,97159e80,kvstart = 26214396; length = 6553600
17,2015-10-17,15:38:26,785,INFO,[main],org.apache.hadoop.mapred.MapTask,Map output collector class = org.apache.hadoop.mapred.MapTask$MapOutputBuffer,e7eee7f1,Map output collector class = org.apache.hadoop.mapred.MapTask$MapOutputBuffer
18,2015-10-17,15:39:37,801,INFO,[main],org.apache.hadoop.mapred.MapTask,Spilling map output,895d7761,Spilling map output
19,2015-10-17,15:39:37,801,INFO,[main],org.apache.hadoop.mapred.MapTask,bufstart = 0; bufend = 48271024; bufvoid = 104857600,efb837b4,bufstart = 0; bufend = 48271024; bufvoid = 104857600
20,2015-10-17,15:39:37,801,INFO,[main],org.apache.hadoop.mapred.MapTask,kvstart = 26214396(104857584); kvend = 17310640(69242560); length = 8903757/6553600,632673d9,kvstart = 26214396(104857584); kvend = 17310640(69242560); length = 8903757/6553600
21,2015-10-17,15:39:37,801,INFO,[main],org.apache.hadoop.mapred.MapTask,(EQUATOR) 57339776 kvi 14334940(57339760),9e244dc2,(EQUATOR) 57339776 kvi 14334940(57339760)
22,2015-10-17,15:40:08,614,INFO,[SpillThread],org.apache.hadoop.mapred.MapTask,Finished spill 0,00cd85d9,Finished spill 0
23,2015-10-17,15:40:08,630,INFO,[main],org.apache.hadoop.mapred.MapTask,(RESET) equator 57339776 kv 14334940(57339760) kvi 12140764(48563056),c033c793,(RESET) equator 57339776 kv 14334940(57339760) kvi 12140764(48563056)
